type        	size 	hullsize 	trueHullsize 	budget 	trueDiameter 	strDiameter 	diameterDiff 	relDiamDiff 	trueArea 	streamedArea 	areaDiff 	relAreaDiff 	errorModel1 	errorModel2 	errorModel3 	errorModel4
area 	16634 	8 	16591 	8 	2000.000 	1995.656 	004.344 	000.002 	3141404.328 	2176390.398 	965013.930 	000.307 	000.354 	000.125 	000.016 	000.002
diameter 	16634 	9 	16580 	9 	2000.000 	1999.714 	000.286 	000.000 	3141566.432 	2481970.651 	659595.781 	000.210 	000.333 	000.111 	000.012 	000.001
area 	16634 	9 	16600 	9 	2000.000 	1999.599 	000.401 	000.000 	3141052.081 	2110171.542 	1030880.539 	000.328 	000.333 	000.111 	000.012 	000.001
diameter 	16634 	3 	16595 	3 	2000.000 	1918.222 	081.778 	000.041 	3141241.393 	952530.898 	2188710.495 	000.697 	000.577 	000.333 	000.111 	000.037
area 	16634 	3 	16594 	3 	2000.000 	1951.741 	048.259 	000.024 	3141422.514 	715696.080 	2425726.434 	000.772 	000.577 	000.333 	000.111 	000.037
diameter 	16634 	4 	16590 	4 	2000.000 	1999.753 	000.247 	000.000 	3141363.501 	1450325.709 	1691037.792 	000.538 	000.500 	000.250 	000.063 	000.016
area 	16634 	4 	16579 	4 	2000.000 	1993.144 	006.856 	000.003 	3141571.572 	946281.643 	2195289.930 	000.699 	000.500 	000.250 	000.063 	000.016
diameter 	16634 	5 	16591 	5 	2000.000 	1994.543 	005.457 	000.003 	3141359.702 	1748360.287 	1392999.415 	000.443 	000.447 	000.200 	000.040 	000.008
area 	16634 	5 	16580 	5 	2000.000 	1998.654 	001.346 	000.001 	3141358.638 	1419934.918 	1721423.720 	000.548 	000.447 	000.200 	000.040 	000.008
diameter 	16634 	6 	16595 	6 	2000.000 	1946.013 	053.987 	000.027 	3141586.166 	1656902.060 	1484684.106 	000.473 	000.408 	000.167 	000.028 	000.005
area 	16634 	6 	16601 	6 	2000.000 	1996.272 	003.728 	000.002 	3141470.996 	1892212.409 	1249258.587 	000.398 	000.408 	000.167 	000.028 	000.005
diameter 	16634 	7 	16594 	7 	2000.000 	1998.980 	001.020 	000.001 	3141502.262 	2106952.485 	1034549.777 	000.329 	000.378 	000.143 	000.020 	000.003
area 	16634 	7 	16593 	7 	2000.000 	1999.164 	000.836 	000.000 	3141117.747 	2403553.266 	737564.480 	000.235 	000.378 	000.143 	000.020 	000.003
diameter 	16634 	8 	16601 	8 	2000.000 	1997.430 	002.570 	000.001 	3141558.563 	2091923.313 	1049635.250 	000.334 	000.354 	000.125 	000.016 	000.002
area 	16634 	8 	16597 	8 	2000.000 	1999.907 	000.093 	000.000 	3141512.247 	1846737.887 	1294774.360 	000.412 	000.354 	000.125 	000.016 	000.002
diameter 	16634 	9 	16594 	9 	2000.000 	1999.889 	000.111 	000.000 	3141576.665 	2052883.150 	1088693.515 	000.347 	000.333 	000.111 	000.012 	000.001
area 	16634 	9 	16595 	9 	2000.000 	1997.055 	002.945 	000.001 	3141287.104 	2152420.300 	988866.804 	000.315 	000.333 	000.111 	000.012 	000.001
diameter 	16634 	3 	16604 	3 	2000.000 	1873.480 	126.520 	000.063 	3140948.188 	800897.446 	2340050.742 	000.745 	000.577 	000.333 	000.111 	000.037
area 	16634 	3 	16596 	3 	2000.000 	1965.648 	034.352 	000.017 	3141472.449 	603481.404 	2537991.045 	000.808 	000.577 	000.333 	000.111 	000.037
diameter 	16634 	4 	16586 	4 	2000.000 	1996.089 	003.911 	000.002 	3141466.907 	1220178.860 	1921288.046 	000.612 	000.500 	000.250 	000.063 	000.016
area 	16634 	4 	16593 	4 	2000.000 	1999.869 	000.131 	000.000 	3141586.147 	722678.450 	2418907.697 	000.770 	000.500 	000.250 	000.063 	000.016
diameter 	16634 	5 	16600 	5 	2000.000 	1922.366 	077.634 	000.039 	3141226.512 	1435768.052 	1705458.460 	000.543 	000.447 	000.200 	000.040 	000.008
area 	16634 	5 	16584 	5 	2000.000 	1998.410 	001.590 	000.001 	3141097.799 	1319866.091 	1821231.708 	000.580 	000.447 	000.200 	000.040 	000.008
diameter 	16634 	6 	16599 	6 	2000.000 	1999.780 	000.220 	000.000 	3141339.849 	1881253.032 	1260086.816 	000.401 	000.408 	000.167 	000.028 	000.005
area 	16634 	6 	16594 	6 	2000.000 	1999.998 	000.002 	000.000 	3141235.911 	1935826.375 	1205409.536 	000.384 	000.408 	000.167 	000.028 	000.005
diameter 	16634 	7 	16593 	7 	2000.000 	1999.073 	000.927 	000.000 	3141506.502 	2193023.863 	948482.638 	000.302 	000.378 	000.143 	000.020 	000.003
area 	16634 	7 	16599 	7 	2000.000 	1995.686 	004.314 	000.002 	3141533.133 	1607708.301 	1533824.832 	000.488 	000.378 	000.143 	000.020 	000.003
diameter 	16634 	8 	16592 	8 	2000.000 	1999.994 	000.006 	000.000 	3141469.271 	2320110.806 	821358.465 	000.261 	000.354 	000.125 	000.016 	000.002
area 	16634 	8 	16605 	8 	2000.000 	1998.301 	001.699 	000.001 	3141307.731 	1988000.917 	1153306.814 	000.367 	000.354 	000.125 	000.016 	000.002
diameter 	16634 	9 	16589 	9 	2000.000 	1997.615 	002.385 	000.001 	3141061.907 	2581226.245 	559835.663 	000.178 	000.333 	000.111 	000.012 	000.001
area 	16634 	9 	16580 	9 	2000.000 	1994.198 	005.802 	000.003 	3141277.289 	2132693.311 	1008583.979 	000.321 	000.333 	000.111 	000.012 	000.001
diameter 	19960 	3 	19882 	3 	2000.000 	1938.694 	061.306 	000.031 	3141575.628 	937789.527 	2203786.101 	000.701 	000.577 	000.333 	000.111 	000.037
area 	19960 	3 	19898 	3 	2000.000 	1817.305 	182.695 	000.091 	3141362.240 	780950.799 	2360411.441 	000.751 	000.577 	000.333 	000.111 	000.037
diameter 	19960 	4 	19886 	4 	2000.000 	1936.217 	063.783 	000.032 	3141395.911 	1389154.412 	1752241.500 	000.558 	000.500 	000.250 	000.063 	000.016
area 	19960 	4 	19881 	4 	2000.000 	1995.733 	004.267 	000.002 	3141248.333 	788404.538 	2352843.795 	000.749 	000.500 	000.250 	000.063 	000.016
diameter 	19960 	5 	19891 	5 	2000.000 	1925.559 	074.441 	000.037 	3140603.964 	1388523.336 	1752080.628 	000.558 	000.447 	000.200 	000.040 	000.008
area 	19960 	5 	19888 	5 	2000.000 	1956.934 	043.066 	000.022 	3141461.255 	1906791.205 	1234670.049 	000.393 	000.447 	000.200 	000.040 	000.008
diameter 	19960 	6 	19891 	6 	2000.000 	1984.599 	015.401 	000.008 	3141297.529 	2024870.431 	1116427.098 	000.355 	000.408 	000.167 	000.028 	000.005
area 	19960 	6 	19898 	6 	2000.000 	1988.766 	011.234 	000.006 	3141285.352 	2064520.125 	1076765.227 	000.343 	000.408 	000.167 	000.028 	000.005
diameter 	19960 	7 	19885 	7 	2000.000 	1992.272 	007.728 	000.004 	3141099.442 	2402220.375 	738879.067 	000.235 	000.378 	000.143 	000.020 	000.003
area 	19960 	7 	19877 	7 	2000.000 	1997.082 	002.918 	000.001 	3141466.017 	2108717.329 	1032748.688 	000.329 	000.378 	000.143 	000.020 	000.003
diameter 	19960 	8 	19887 	8 	2000.000 	1999.681 	000.319 	000.000 	3141151.292 	2332039.137 	809112.155 	000.258 	000.354 	000.125 	000.016 	000.002
area 	19960 	8 	19886 	8 	2000.000 	1999.504 	000.496 	000.000 	3141542.474 	2524746.892 	616795.582 	000.196 	000.354 	000.125 	000.016 	000.002
diameter 	19960 	9 	19890 	9 	2000.000 	1999.774 	000.226 	000.000 	3141581.345 	2507984.914 	633596.432 	000.202 	000.333 	000.111 	000.012 	000.001
area 	19960 	9 	19892 	9 	2000.000 	1999.994 	000.006 	000.000 	3141435.376 	2271295.039 	870140.337 	000.277 	000.333 	000.111 	000.012 	000.001
diameter 	19960 	3 	19893 	3 	2000.000 	1871.734 	128.266 	000.064 	3141568.260 	856557.590 	2285010.670 	000.727 	000.577 	000.333 	000.111 	000.037
area 	19960 	3 	19894 	3 	2000.000 	1984.034 	015.966 	000.008 	3141331.633 	576954.695 	2564376.938 	000.816 	000.577 	000.333 	000.111 	000.037
diameter 	19960 	4 	19893 	4 	2000.000 	1992.610 	007.390 	000.004 	3141463.787 	938781.568 	2202682.219 	000.701 	000.500 	000.250 	000.063 	000.016
area 	19960 	4 	19904 	4 	2000.000 	1882.310 	117.690 	000.059 	3141284.358 	1077542.912 	2063741.446 	000.657 	000.500 	000.250 	000.063 	000.016
diameter 	19960 	5 	19898 	5 	2000.000 	1996.574 	003.426 	000.002 	3141168.038 	1645600.114 	1495567.924 	000.476 	000.447 	000.200 	000.040 	000.008
area 	19960 	5 	19884 	5 	2000.000 	1922.658 	077.342 	000.039 	3141018.039 	1312576.200 	1828441.839 	000.582 	000.447 	000.200 	000.040 	000.008
diameter 	19960 	6 	19899 	6 	2000.000 	1995.109 	004.891 	000.002 	3141360.014 	1951322.118 	1190037.896 	000.379 	000.408 	000.167 	000.028 	000.005
area 	19960 	6 	19899 	6 	2000.000 	1999.661 	000.339 	000.000 	3141425.905 	2016295.485 	1125130.420 	000.358 	000.408 	000.167 	000.028 	000.005
diameter 	19960 	7 	19890 	7 	2000.000 	1994.811 	005.189 	000.003 	3141024.679 	2228446.864 	912577.815 	000.291 	000.378 	000.143 	000.020 	000.003
area 	19960 	7 	19911 	7 	2000.000 	1991.294 	008.706 	000.004 	3141588.099 	1750758.402 	1390829.698 	000.443 	000.378 	000.143 	000.020 	000.003
diameter 	19960 	8 	19890 	8 	2000.000 	1990.122 	009.878 	000.005 	3140021.898 	1607685.495 	1532336.404 	000.488 	000.354 	000.125 	000.016 	000.002
area 	19960 	8 	19892 	8 	2000.000 	1988.582 	011.418 	000.006 	3141485.433 	2080920.352 	1060565.080 	000.338 	000.354 	000.125 	000.016 	000.002
diameter 	19960 	9 	19886 	9 	2000.000 	2000.000 	000.000 	000.000 	3141452.996 	2370496.364 	770956.631 	000.245 	000.333 	000.111 	000.012 	000.001
area 	19960 	9 	19884 	9 	2000.000 	1997.598 	002.402 	000.001 	3141434.059 	2384144.263 	757289.796 	000.241 	000.333 	000.111 	000.012 	000.001
diameter 	19960 	3 	19890 	3 	2000.000 	1851.573 	148.427 	000.074 	3141154.418 	801029.338 	2340125.080 	000.745 	000.577 	000.333 	000.111 	000.037
area 	19960 	3 	19889 	3 	2000.000 	1865.165 	134.835 	000.067 	3141441.112 	152644.504 	2988796.608 	000.951 	000.577 	000.333 	000.111 	000.037
diameter 	19960 	4 	19895 	4 	2000.000 	1989.738 	010.262 	000.005 	3141209.081 	381529.203 	2759679.878 	000.879 	000.500 	000.250 	000.063 	000.016
area 	19960 	4 	19897 	4 	2000.000 	1991.210 	008.790 	000.004 	3141546.425 	1309458.843 	1832087.582 	000.583 	000.500 	000.250 	000.063 	000.016
diameter 	19960 	5 	19889 	5 	2000.000 	1991.764 	008.236 	000.004 	3141198.645 	903289.639 	2237909.006 	000.712 	000.447 	000.200 	000.040 	000.008
area 	19960 	5 	19894 	5 	2000.000 	1999.134 	000.866 	000.000 	3141529.606 	1327523.495 	1814006.111 	000.577 	000.447 	000.200 	000.040 	000.008
diameter 	19960 	6 	19894 	6 	2000.000 	1994.809 	005.191 	000.003 	3141586.669 	1714217.374 	1427369.294 	000.454 	000.408 	000.167 	000.028 	000.005
area 	19960 	6 	19894 	6 	2000.000 	1996.942 	003.058 	000.002 	3141532.880 	2108776.774 	1032756.106 	000.329 	000.408 	000.167 	000.028 	000.005
diameter 	19960 	7 	19892 	7 	2000.000 	1993.151 	006.849 	000.003 	3141115.998 	2262736.540 	878379.458 	000.280 	000.378 	000.143 	000.020 	000.003
area 	19960 	7 	19887 	7 	2000.000 	1998.876 	001.124 	000.001 	3141257.040 	2106716.201 	1034540.839 	000.329 	000.378 	000.143 	000.020 	000.003
diameter 	19960 	8 	19892 	8 	2000.000 	1995.480 	004.520 	000.002 	3141491.164 	2220801.579 	920689.585 	000.293 	000.354 	000.125 	000.016 	000.002
area 	19960 	8 	19882 	8 	2000.000 	1999.968 	000.032 	000.000 	3141050.678 	2483146.411 	657904.267 	000.209 	000.354 	000.125 	000.016 	000.002
diameter 	19960 	9 	19896 	9 	2000.000 	1999.986 	000.014 	000.000 	3141469.792 	2581515.000 	559954.792 	000.178 	000.333 	000.111 	000.012 	000.001
area 	19960 	9 	19883 	9 	2000.000 	1994.526 	005.474 	000.003 	3141333.875 	2481619.773 	659714.102 	000.210 	000.333 	000.111 	000.012 	000.001
diameter 	23952 	3 	23828 	3 	2000.000 	1458.484 	541.516 	000.271 	3141422.236 	624356.631 	2517065.605 	000.801 	000.577 	000.333 	000.111 	000.037
area 	23952 	3 	23806 	3 	2000.000 	1938.964 	061.036 	000.031 	3141369.699 	688503.200 	2452866.499 	000.781 	000.577 	000.333 	000.111 	000.037
diameter 	23952 	4 	23831 	4 	2000.000 	1997.233 	002.767 	000.001 	3141444.418 	826048.023 	2315396.396 	000.737 	000.500 	000.250 	000.063 	000.016
area 	23952 	4 	23839 	4 	2000.000 	1918.604 	081.396 	000.041 	3141061.795 	1443219.103 	1697842.692 	000.541 	000.500 	000.250 	000.063 	000.016
diameter 	23952 	5 	23839 	5 	2000.000 	1991.818 	008.182 	000.004 	3141473.126 	1848220.000 	1293253.126 	000.412 	000.447 	000.200 	000.040 	000.008
area 	23952 	5 	23825 	5 	2000.000 	1999.916 	000.084 	000.000 	3141344.494 	1768484.172 	1372860.322 	000.437 	000.447 	000.200 	000.040 	000.008
diameter 	23952 	6 	23828 	6 	2000.000 	1993.112 	006.888 	000.003 	3141562.826 	1599722.564 	1541840.263 	000.491 	000.408 	000.167 	000.028 	000.005
area 	23952 	6 	23846 	6 	2000.000 	1999.975 	000.025 	000.000 	3141556.681 	2110659.524 	1030897.157 	000.328 	000.408 	000.167 	000.028 	000.005
diameter 	23952 	7 	23833 	7 	2000.000 	1999.516 	000.484 	000.000 	3141143.443 	1882468.113 	1258675.330 	000.401 	000.378 	000.143 	000.020 	000.003
area 	23952 	7 	23844 	7 	2000.000 	1998.595 	001.405 	000.001 	3141437.302 	1838506.105 	1302931.197 	000.415 	000.378 	000.143 	000.020 	000.003
diameter 	23952 	8 	23836 	8 	2000.000 	1983.724 	016.276 	000.008 	3141325.795 	2036377.267 	1104948.528 	000.352 	000.354 	000.125 	000.016 	000.002
area 	23952 	8 	23817 	8 	2000.000 	2000.000 	000.000 	000.000 	3141463.202 	2339779.612 	801683.589 	000.255 	000.354 	000.125 	000.016 	000.002
diameter 	23952 	9 	23812 	9 	2000.000 	1999.376 	000.624 	000.000 	3141368.509 	2572828.058 	568540.451 	000.181 	000.333 	000.111 	000.012 	000.001
area 	23952 	9 	23840 	9 	2000.000 	1998.741 	001.259 	000.001 	3141245.800 	2393483.150 	747762.650 	000.238 	000.333 	000.111 	000.012 	000.001
diameter 	23952 	10 	23844 	10 	2000.000 	1999.599 	000.401 	000.000 	3141258.338 	2632698.494 	508559.844 	000.162 	000.316 	000.100 	000.010 	000.001
area 	23952 	10 	23840 	10 	2000.000 	1999.862 	000.138 	000.000 	3141300.881 	2544098.555 	597202.326 	000.190 	000.316 	000.100 	000.010 	000.001
diameter 	23952 	3 	23814 	3 	2000.000 	1883.099 	116.901 	000.058 	3141398.154 	940197.206 	2201200.948 	000.701 	000.577 	000.333 	000.111 	000.037
area 	23952 	3 	23834 	3 	2000.000 	1984.153 	015.847 	000.008 	3141422.638 	914640.106 	2226782.532 	000.709 	000.577 	000.333 	000.111 	000.037
diameter 	23952 	4 	23845 	4 	2000.000 	1988.051 	011.949 	000.006 	3141435.037 	1274020.547 	1867414.490 	000.594 	000.500 	000.250 	000.063 	000.016
area 	23952 	4 	23842 	4 	2000.000 	1997.183 	002.817 	000.001 	3141318.761 	1379508.636 	1761810.124 	000.561 	000.500 	000.250 	000.063 	000.016
diameter 	23952 	5 	23826 	5 	2000.000 	1997.320 	002.680 	000.001 	3141319.406 	1349770.321 	1791549.085 	000.570 	000.447 	000.200 	000.040 	000.008
area 	23952 	5 	23826 	5 	2000.000 	1991.583 	008.417 	000.004 	3141448.838 	1763726.951 	1377721.887 	000.439 	000.447 	000.200 	000.040 	000.008
diameter 	23952 	6 	23860 	6 	2000.000 	1991.247 	008.753 	000.004 	3141330.841 	2021084.112 	1120246.729 	000.357 	000.408 	000.167 	000.028 	000.005
area 	23952 	6 	23833 	6 	2000.000 	1998.567 	001.433 	000.001 	3141419.547 	1868083.594 	1273335.952 	000.405 	000.408 	000.167 	000.028 	000.005
diameter 	23952 	7 	23822 	7 	2000.000 	1997.011 	002.989 	000.001 	3141518.036 	1986549.777 	1154968.259 	000.368 	000.378 	000.143 	000.020 	000.003
area 	23952 	7 	23844 	7 	2000.000 	1990.233 	009.767 	000.005 	3141157.504 	2138658.628 	1002498.876 	000.319 	000.378 	000.143 	000.020 	000.003
diameter 	23952 	8 	23844 	8 	2000.000 	1999.225 	000.775 	000.000 	3141583.378 	2019390.413 	1122192.965 	000.357 	000.354 	000.125 	000.016 	000.002
area 	23952 	8 	23843 	8 	2000.000 	1999.371 	000.629 	000.000 	3141508.250 	2252871.262 	888636.988 	000.283 	000.354 	000.125 	000.016 	000.002
diameter 	23952 	9 	23811 	9 	2000.000 	1999.449 	000.551 	000.000 	3141490.910 	2484185.840 	657305.069 	000.209 	000.333 	000.111 	000.012 	000.001
area 	23952 	9 	23840 	9 	2000.000 	1999.900 	000.100 	000.000 	3141056.207 	1924465.832 	1216590.375 	000.387 	000.333 	000.111 	000.012 	000.001
diameter 	23952 	10 	23852 	10 	2000.000 	1998.349 	001.651 	000.001 	3141098.972 	2586559.553 	554539.419 	000.177 	000.316 	000.100 	000.010 	000.001
area 	23952 	10 	23839 	10 	2000.000 	1999.363 	000.637 	000.000 	3141282.613 	2484020.884 	657261.729 	000.209 	000.316 	000.100 	000.010 	000.001
diameter 	23952 	3 	23835 	3 	2000.000 	1975.164 	024.836 	000.012 	3141433.805 	561707.299 	2579726.506 	000.821 	000.577 	000.333 	000.111 	000.037
area 	23952 	3 	23836 	3 	2000.000 	1968.713 	031.287 	000.016 	3140916.844 	599348.322 	2541568.522 	000.809 	000.577 	000.333 	000.111 	000.037
diameter 	23952 	4 	23829 	4 	2000.000 	1910.306 	089.694 	000.045 	3141517.028 	1218061.428 	1923455.600 	000.612 	000.500 	000.250 	000.063 	000.016
area 	23952 	4 	23826 	4 	2000.000 	1995.418 	004.582 	000.002 	3141230.432 	1289763.859 	1851466.573 	000.589 	000.500 	000.250 	000.063 	000.016
diameter 	23952 	5 	23824 	5 	2000.000 	1961.865 	038.135 	000.019 	3141526.014 	1523837.923 	1617688.091 	000.515 	000.447 	000.200 	000.040 	000.008
area 	23952 	5 	23851 	5 	2000.000 	1952.688 	047.312 	000.024 	3141127.912 	1407692.636 	1733435.276 	000.552 	000.447 	000.200 	000.040 	000.008
diameter 	23952 	6 	23839 	6 	2000.000 	1999.492 	000.508 	000.000 	3141406.015 	2135347.569 	1006058.446 	000.320 	000.408 	000.167 	000.028 	000.005
area 	23952 	6 	23828 	6 	2000.000 	1999.730 	000.270 	000.000 	3141284.537 	1353526.120 	1787758.417 	000.569 	000.408 	000.167 	000.028 	000.005
diameter 	23952 	7 	23821 	7 	2000.000 	1999.991 	000.009 	000.000 	3141448.661 	2211119.515 	930329.146 	000.296 	000.378 	000.143 	000.020 	000.003
area 	23952 	7 	23840 	7 	2000.000 	1997.548 	002.452 	000.001 	3141069.218 	1890047.374 	1251021.844 	000.398 	000.378 	000.143 	000.020 	000.003
diameter 	23952 	8 	23820 	8 	2000.000 	1996.169 	003.831 	000.002 	3141088.130 	2456031.924 	685056.206 	000.218 	000.354 	000.125 	000.016 	000.002
area 	23952 	8 	23849 	8 	2000.000 	1999.952 	000.048 	000.000 	3141419.714 	2319232.415 	822187.299 	000.262 	000.354 	000.125 	000.016 	000.002
diameter 	23952 	9 	23855 	9 	2000.000 	1997.784 	002.216 	000.001 	3140982.809 	2245895.295 	895087.513 	000.285 	000.333 	000.111 	000.012 	000.001
area 	23952 	9 	23840 	9 	2000.000 	1998.859 	001.141 	000.001 	3141504.672 	2395304.676 	746199.996 	000.238 	000.333 	000.111 	000.012 	000.001
diameter 	23952 	10 	23843 	10 	2000.000 	1998.571 	001.429 	000.001 	3141364.575 	2390463.802 	750900.773 	000.239 	000.316 	000.100 	000.010 	000.001
area 	23952 	10 	23853 	10 	2000.000 	1999.084 	000.916 	000.000 	3141545.021 	2273760.487 	867784.534 	000.276 	000.316 	000.100 	000.010 	000.001
diameter 	28742 	3 	28547 	3 	2000.000 	1994.807 	005.193 	000.003 	3141508.715 	365222.678 	2776286.037 	000.884 	000.577 	000.333 	000.111 	000.037
area 	28742 	3 	28529 	3 	2000.000 	1819.736 	180.264 	000.090 	3141449.579 	117344.515 	3024105.064 	000.963 	000.577 	000.333 	000.111 	000.037
diameter 	28742 	4 	28556 	4 	2000.000 	1971.774 	028.226 	000.014 	3141576.744 	1321004.579 	1820572.165 	000.580 	000.500 	000.250 	000.063 	000.016
area 	28742 	4 	28564 	4 	2000.000 	1996.860 	003.140 	000.002 	3141287.547 	804918.142 	2336369.405 	000.744 	000.500 	000.250 	000.063 	000.016
diameter 	28742 	5 	28556 	5 	2000.000 	1999.845 	000.155 	000.000 	3141384.651 	1861348.970 	1280035.681 	000.407 	000.447 	000.200 	000.040 	000.008
area 	28742 	5 	28546 	5 	2000.000 	1970.926 	029.074 	000.015 	3141521.222 	1283004.648 	1858516.574 	000.592 	000.447 	000.200 	000.040 	000.008
diameter 	28742 	6 	28549 	6 	2000.000 	1987.378 	012.622 	000.006 	3141450.613 	1748174.139 	1393276.474 	000.444 	000.408 	000.167 	000.028 	000.005
area 	28742 	6 	28567 	6 	2000.000 	1999.890 	000.110 	000.000 	3141108.996 	1696046.290 	1445062.706 	000.460 	000.408 	000.167 	000.028 	000.005
diameter 	28742 	7 	28567 	7 	2000.000 	1999.999 	000.001 	000.000 	3141471.205 	2055900.083 	1085571.123 	000.346 	000.378 	000.143 	000.020 	000.003
area 	28742 	7 	28586 	7 	2000.000 	1999.935 	000.065 	000.000 	3141388.688 	1617663.856 	1523724.832 	000.485 	000.378 	000.143 	000.020 	000.003
diameter 	28742 	8 	28566 	8 	2000.000 	1999.999 	000.001 	000.000 	3141325.961 	2266749.740 	874576.221 	000.278 	000.354 	000.125 	000.016 	000.002
area 	28742 	8 	28542 	8 	2000.000 	1997.336 	002.664 	000.001 	3141580.867 	2369448.709 	772132.158 	000.246 	000.354 	000.125 	000.016 	000.002
diameter 	28742 	9 	28559 	9 	2000.000 	1999.287 	000.713 	000.000 	3141193.305 	2508774.192 	632419.113 	000.201 	000.333 	000.111 	000.012 	000.001
area 	28742 	9 	28537 	9 	2000.000 	1999.634 	000.366 	000.000 	3141461.682 	2264624.612 	876837.070 	000.279 	000.333 	000.111 	000.012 	000.001
diameter 	28742 	10 	28557 	10 	2000.000 	1999.508 	000.492 	000.000 	3141421.913 	2357830.801 	783591.112 	000.249 	000.316 	000.100 	000.010 	000.001
area 	28742 	10 	28570 	10 	2000.000 	1999.953 	000.047 	000.000 	3141429.727 	2285400.552 	856029.175 	000.272 	000.316 	000.100 	000.010 	000.001
diameter 	28742 	3 	28533 	3 	2000.000 	1928.415 	071.585 	000.036 	3141587.025 	731599.681 	2409987.344 	000.767 	000.577 	000.333 	000.111 	000.037
